model,K,spk,local_t,gi,restart,start_id,objective,weights
audioseal,8,chinese:SSB0005,0,0,2,1,0.0000020126,0.08853315;0.29779033;0.00000000;0.00000000;0.18500118;0.00000000;0.22613749;0.20253785
audioseal,8,chinese:SSB0005,0,0,2,2,0.0000020130,0.08569981;0.30533793;0.00000000;0.00000000;0.19052088;0.00000000;0.21931924;0.19912214
audioseal,8,chinese:SSB0005,0,0,2,3,0.0000020129,0.09017925;0.30536801;0.00000000;0.00000000;0.18857274;0.00000000;0.21692884;0.19895115
audioseal,8,chinese:SSB0005,0,0,2,4,0.0000020129,0.08569740;0.30535269;0.00000000;0.00000000;0.18972281;0.00000000;0.22002943;0.19919767
audioseal,8,chinese:SSB0005,0,0,2,5,0.0000020129,0.08350909;0.30528523;0.00000000;0.00000000;0.19237631;0.00000000;0.21910247;0.19972690
audioseal,8,chinese:SSB0005,0,0,2,6,0.0000020130,0.08606629;0.30554368;0.00000000;0.00000000;0.19091338;0.00000000;0.21896687;0.19850978
audioseal,8,chinese:SSB0005,0,0,3,0,0.0000020129,0.08529149;0.30588342;0.00000000;0.00000000;0.19063397;0.00000000;0.22102023;0.19717089
audioseal,8,chinese:SSB0005,0,0,3,1,0.0000020126,0.08853315;0.29779033;0.00000000;0.00000000;0.18500118;0.00000000;0.22613749;0.20253785
audioseal,8,chinese:SSB0005,0,0,3,2,0.0000020128,0.08641459;0.30317154;0.00000000;0.00000000;0.19022247;0.00206811;0.21829717;0.19982611
audioseal,8,chinese:SSB0005,0,0,3,3,0.0000020122,0.07409345;0.30790480;0.00000000;0.00000000;0.18534873;0.00000000;0.23218419;0.20046884
audioseal,8,chinese:SSB0005,0,0,3,4,0.0000020129,0.08508976;0.30626091;0.00000000;0.00000000;0.19238905;0.00000000;0.21849734;0.19776293
audioseal,8,chinese:SSB0005,0,0,3,5,0.0000020129,0.08608278;0.30511199;0.00000000;0.00000000;0.19315275;0.00000000;0.21668885;0.19896362
audioseal,8,chinese:SSB0005,0,0,3,6,0.0000020129,0.09017925;0.30536801;0.00000000;0.00000000;0.18857274;0.00000000;0.21692884;0.19895115
audioseal,8,chinese:SSB0009,0,1,0,0,0.0000015336,0.27531937;0.00000000;0.09742530;0.02300469;0.18622367;0.20347617;0.17133137;0.04321943
audioseal,8,chinese:SSB0009,0,1,0,1,0.0000015331,0.27542071;0.00000000;0.06838400;0.00243432;0.22470775;0.23074357;0.16779588;0.03051377
audioseal,8,chinese:SSB0009,0,1,0,2,0.0000015325,0.25125398;0.00000000;0.06008900;0.00944620;0.24180868;0.23860517;0.15307538;0.04572158
audioseal,8,chinese:SSB0009,0,1,0,3,0.0000015338,0.27048962;0.00000000;0.08944192;0.02836411;0.19557888;0.19382012;0.17278182;0.04952353
audioseal,8,chinese:SSB0009,0,1,0,4,0.0000015332,0.27290337;0.00000000;0.09005435;0.02575145;0.19852042;0.18612155;0.17868922;0.04795965
audioseal,8,chinese:SSB0009,0,1,0,5,0.0000015343,0.26806879;0.00000000;0.07726357;0.01859467;0.20851813;0.21446401;0.16509196;0.04799886
audioseal,8,chinese:SSB0009,0,1,0,6,0.0000015340,0.26740773;0.00000000;0.07450563;0.00167426;0.21943230;0.22800298;0.15690804;0.05206905
audioseal,8,chinese:SSB0009,0,1,1,0,0.0000015336,0.27531937;0.00000000;0.09742530;0.02300469;0.18622367;0.20347617;0.17133137;0.04321943
audioseal,8,chinese:SSB0009,0,1,1,1,0.0000015331,0.27542071;0.00000000;0.06838400;0.00243432;0.22470775;0.23074357;0.16779588;0.03051377
audioseal,8,chinese:SSB0009,0,1,1,2,0.0000015338,0.27801423;0.00000000;0.08961041;0.01644454;0.19459738;0.19890841;0.17200212;0.05042291
audioseal,8,chinese:SSB0009,0,1,1,3,0.0000015329,0.26832074;0.00000000;0.10833049;0.01700558;0.17928046;0.19739567;0.17389086;0.05577620
audioseal,8,chinese:SSB0009,0,1,1,4,0.0000015339,0.26310578;0.00000000;0.08917792;0.01246679;0.20784528;0.20481462;0.16547603;0.05711356
audioseal,8,chinese:SSB0009,0,1,1,5,0.0000015339,0.26861196;0.00000000;0.09905454;0.01536644;0.19905666;0.20823329;0.15592991;0.05374720
audioseal,8,chinese:SSB0009,0,1,1,6,0.0000015339,0.26861196;0.00000000;0.09905454;0.01536644;0.19905666;0.20823329;0.15592991;0.05374720
audioseal,8,chinese:SSB0009,0,1,2,0,0.0000015336,0.27531937;0.00000000;0.09742530;0.02300469;0.18622367;0.20347617;0.17133137;0.04321943
audioseal,8,chinese:SSB0009,0,1,2,1,0.0000015331,0.27542071;0.00000000;0.06838400;0.00243432;0.22470775;0.23074357;0.16779588;0.03051377
audioseal,8,chinese:SSB0009,0,1,2,2,0.0000015337,0.26229931;0.00000000;0.08751097;0.03103078;0.20780122;0.20376489;0.16999241;0.03760041
audioseal,8,chinese:SSB0009,0,1,2,3,0.0000015337,0.26803739;0.00000000;0.09324099;0.00984467;0.20072200;0.19881540;0.16910316;0.06023638
audioseal,8,chinese:SSB0009,0,1,2,4,0.0000015339,0.26033043;0.00000000;0.06836790;0.02148347;0.21380925;0.22075329;0.16895194;0.04630372
audioseal,8,chinese:SSB0009,0,1,2,5,0.0000015338,0.27801423;0.00000000;0.08961041;0.01644454;0.19459738;0.19890841;0.17200212;0.05042291
audioseal,8,chinese:SSB0009,0,1,2,6,0.0000015337,0.26803739;0.00000000;0.09324099;0.00984467;0.20072200;0.19881540;0.16910316;0.06023638
audioseal,8,chinese:SSB0009,0,1,3,0,0.0000015336,0.27531937;0.00000000;0.09742530;0.02300469;0.18622367;0.20347617;0.17133137;0.04321943
audioseal,8,chinese:SSB0009,0,1,3,1,0.0000015331,0.27542071;0.00000000;0.06838400;0.00243432;0.22470775;0.23074357;0.16779588;0.03051377
audioseal,8,chinese:SSB0009,0,1,3,2,0.0000015338,0.26438673;0.00000000;0.07257366;0.00978436;0.22145248;0.21427782;0.16457547;0.05294949
audioseal,8,chinese:SSB0009,0,1,3,3,0.0000015331,0.27542071;0.00000000;0.06838400;0.00243432;0.22470775;0.23074357;0.16779588;0.03051377
audioseal,8,chinese:SSB0009,0,1,3,4,0.0000015337,0.26229931;0.00000000;0.08751097;0.03103078;0.20780122;0.20376489;0.16999241;0.03760041
audioseal,8,chinese:SSB0009,0,1,3,5,0.0000015339,0.26310578;0.00000000;0.08917792;0.01246679;0.20784528;0.20481462;0.16547603;0.05711356
audioseal,8,chinese:SSB0009,0,1,3,6,0.0000015341,0.26689753;0.00000000;0.08349988;0.03112943;0.20641987;0.20998411;0.16280648;0.03926270
audioseal,8,chinese:SSB0011,0,2,0,0,0.0000008765,0.28692215;0.10238333;0.28511051;0.00272774;0.00000000;0.24990233;0.00000000;0.07295393
audioseal,8,chinese:SSB0011,0,2,0,1,0.0000008769,0.27186077;0.12208570;0.28687321;0.00091266;0.00000000;0.25451657;0.00000000;0.06375109
audioseal,8,chinese:SSB0011,0,2,0,2,0.0000008770,0.27275249;0.12872647;0.27862471;0.00000000;0.00000000;0.25095880;0.00000000;0.06893753
audioseal,8,chinese:SSB0011,0,2,0,3,0.0000008770,0.27984663;0.11700269;0.28520089;0.00000000;0.00000000;0.25074908;0.00000000;0.06720072
audioseal,8,chinese:SSB0011,0,2,0,4,0.0000008744,0.25397793;0.14007996;0.27419053;0.01551268;0.00000000;0.21613060;0.00000000;0.10010830
audioseal,8,chinese:SSB0011,0,2,0,5,0.0000008768,0.28356521;0.11086558;0.29101180;0.00000000;0.00000000;0.25177811;0.00000000;0.06277930
audioseal,8,chinese:SSB0011,0,2,0,6,0.0000008769,0.27186077;0.12208570;0.28687321;0.00091266;0.00000000;0.25451657;0.00000000;0.06375109
audioseal,8,chinese:SSB0011,0,2,1,0,0.0000008765,0.28692215;0.10238333;0.28511051;0.00272774;0.00000000;0.24990233;0.00000000;0.07295393
audioseal,8,chinese:SSB0011,0,2,1,1,0.0000008769,0.27186077;0.12208570;0.28687321;0.00091266;0.00000000;0.25451657;0.00000000;0.06375109
audioseal,8,chinese:SSB0011,0,2,1,2,0.0000008733,0.25480242;0.08983132;0.27892859;0.02641192;0.00000000;0.23010890;0.00000000;0.11991685
audioseal,8,chinese:SSB0011,0,2,1,3,0.0000008765,0.26493489;0.12108711;0.27331850;0.00792922;0.00000000;0.24660274;0.00000000;0.08612754
audioseal,8,chinese:SSB0011,0,2,1,4,0.0000008724,0.23943134;0.11528268;0.27158708;0.06060777;0.00000000;0.21744291;0.00000000;0.09564822
audioseal,8,chinese:SSB0011,0,2,1,5,0.0000008749,0.25536618;0.10271937;0.27507402;0.03336074;0.00000000;0.24761656;0.00000000;0.08586313
audioseal,8,chinese:SSB0011,0,2,1,6,0.0000008769,0.27627135;0.12515620;0.27369160;0.00000000;0.00000000;0.24614061;0.00000000;0.07874024
audioseal,8,chinese:SSB0011,0,2,2,0,0.0000008765,0.28692215;0.10238333;0.28511051;0.00272774;0.00000000;0.24990233;0.00000000;0.07295393
audioseal,8,chinese:SSB0011,0,2,2,1,0.0000008769,0.27186077;0.12208570;0.28687321;0.00091266;0.00000000;0.25451657;0.00000000;0.06375109
audioseal,8,chinese:SSB0011,0,2,2,2,0.0000008770,0.27275249;0.12872647;0.27862471;0.00000000;0.00000000;0.25095880;0.00000000;0.06893753
audioseal,8,chinese:SSB0011,0,2,2,3,0.0000008733,0.25480242;0.08983132;0.27892859;0.02641192;0.00000000;0.23010890;0.00000000;0.11991685
audioseal,8,chinese:SSB0011,0,2,2,4,0.0000008747,0.27776326;0.11673273;0.30225075;0.00000000;0.00000000;0.27776291;0.00000000;0.02549034
audioseal,8,chinese:SSB0011,0,2,2,5,0.0000008770,0.27984663;0.11700269;0.28520089;0.00000000;0.00000000;0.25074908;0.00000000;0.06720072
audioseal,8,chinese:SSB0011,0,2,2,6,0.0000008768,0.26599768;0.12699432;0.27537665;0.00000000;0.00000000;0.25935199;0.00000000;0.07227936
audioseal,8,chinese:SSB0011,0,2,3,0,0.0000008765,0.28692215;0.10238333;0.28511051;0.00272774;0.00000000;0.24990233;0.00000000;0.07295393
audioseal,8,chinese:SSB0011,0,2,3,1,0.0000008769,0.27186077;0.12208570;0.28687321;0.00091266;0.00000000;0.25451657;0.00000000;0.06375109
audioseal,8,chinese:SSB0011,0,2,3,2,0.0000008767,0.26824310;0.11856515;0.29372921;0.00000000;0.00000000;0.24842231;0.00000000;0.07104022
audioseal,8,chinese:SSB0011,0,2,3,3,0.0000008751,0.24676055;0.14234577;0.25729919;0.00000000;0.00000000;0.26051395;0.00000000;0.09308053
audioseal,8,chinese:SSB0011,0,2,3,4,0.0000008762,0.27666812;0.10349119;0.28663312;0.01357655;0.00000000;0.24656921;0.00000000;0.07306180
audioseal,8,chinese:SSB0011,0,2,3,5,0.0000008765,0.26493489;0.12108711;0.27331850;0.00792922;0.00000000;0.24660274;0.00000000;0.08612754
audioseal,8,chinese:SSB0011,0,2,3,6,0.0000008770,0.27956409;0.11982983;0.28067096;0.00000000;0.00000000;0.24692653;0.00000000;0.07300860
audioseal,8,chinese:SSB0012,0,3,0,0,0.0000033337,0.16613367;0.04901946;0.00000000;0.01067652;0.20215461;0.00000000;0.40897351;0.16304223
audioseal,8,chinese:SSB0012,0,3,0,1,0.0000033348,0.13344358;0.06183021;0.00000000;0.00079597;0.22143467;0.00000000;0.41230562;0.17018995
audioseal,8,chinese:SSB0012,0,3,0,2,0.0000033348,0.13353268;0.06196100;0.00000000;0.00040744;0.22128324;0.00000000;0.41261648;0.17019917
audioseal,8,chinese:SSB0012,0,3,0,3,0.0000033345,0.11254388;0.06298920;0.00000000;0.00000000;0.24114301;0.00000000;0.41278704;0.17053687
audioseal,8,chinese:SSB0012,0,3,0,4,0.0000033319,0.20115001;0.04256747;0.00000000;0.00000000;0.16960985;0.00000000;0.41782261;0.16885005
audioseal,8,chinese:SSB0012,0,3,0,5,0.0000033348,0.13409068;0.06070895;0.00000000;0.00070065;0.22185736;0.00000000;0.41269306;0.16994930
audioseal,8,chinese:SSB0012,0,3,0,6,0.0000033341,0.16764771;0.05321068;0.00000000;0.00194059;0.19501512;0.00000000;0.41354714;0.16863876
audioseal,8,chinese:SSB0012,0,3,1,0,0.0000033337,0.16613367;0.04901946;0.00000000;0.01067652;0.20215461;0.00000000;0.40897351;0.16304223
audioseal,8,chinese:SSB0012,0,3,1,1,0.0000033348,0.13344358;0.06183021;0.00000000;0.00079597;0.22143467;0.00000000;0.41230562;0.17018995
audioseal,8,chinese:SSB0012,0,3,1,2,0.0000033348,0.12854777;0.06328953;0.00000000;0.00081673;0.22507085;0.00000000;0.41194412;0.17033100
audioseal,8,chinese:SSB0012,0,3,1,3,0.0000033341,0.16764771;0.05321068;0.00000000;0.00194059;0.19501512;0.00000000;0.41354714;0.16863876
audioseal,8,chinese:SSB0012,0,3,1,4,0.0000033345,0.11254388;0.06298920;0.00000000;0.00000000;0.24114301;0.00000000;0.41278704;0.17053687
audioseal,8,chinese:SSB0012,0,3,1,5,0.0000033330,0.16484566;0.07299167;0.00000000;0.01124984;0.17822457;0.00000000;0.39944013;0.17324813
audioseal,8,chinese:SSB0012,0,3,1,6,0.0000033320,0.20097925;0.05621866;0.00000000;0.00000000;0.15817123;0.00000000;0.41599756;0.16863331
audioseal,8,chinese:SSB0012,0,3,2,0,0.0000033337,0.16613367;0.04901946;0.00000000;0.01067652;0.20215461;0.00000000;0.40897351;0.16304223
audioseal,8,chinese:SSB0012,0,3,2,1,0.0000033348,0.13344358;0.06183021;0.00000000;0.00079597;0.22143467;0.00000000;0.41230562;0.17018995
audioseal,8,chinese:SSB0012,0,3,2,2,0.0000033321,0.19794831;0.05839288;0.00000000;0.00000000;0.15854804;0.00000000;0.41654391;0.16856685
audioseal,8,chinese:SSB0012,0,3,2,3,0.0000033348,0.13344358;0.06183021;0.00000000;0.00079597;0.22143467;0.00000000;0.41230562;0.17018995
audioseal,8,chinese:SSB0012,0,3,2,4,0.0000033348,0.13409068;0.06070895;0.00000000;0.00070065;0.22185736;0.00000000;0.41269306;0.16994930
audioseal,8,chinese:SSB0012,0,3,2,5,0.0000033328,0.18658127;0.06365967;0.00000000;0.00286360;0.16951799;0.00000000;0.41266486;0.16471261
audioseal,8,chinese:SSB0012,0,3,2,6,0.0000033344,0.15808750;0.06061236;0.00000000;0.00080487;0.19781982;0.00000000;0.41267950;0.16999595
audioseal,8,chinese:SSB0012,0,3,3,0,0.0000033337,0.16613367;0.04901946;0.00000000;0.01067652;0.20215461;0.00000000;0.40897351;0.16304223
audioseal,8,chinese:SSB0012,0,3,3,1,0.0000033348,0.13344358;0.06183021;0.00000000;0.00079597;0.22143467;0.00000000;0.41230562;0.17018995
audioseal,8,chinese:SSB0012,0,3,3,2,0.0000033348,0.13353268;0.06196100;0.00000000;0.00040744;0.22128324;0.00000000;0.41261648;0.17019917
audioseal,8,chinese:SSB0012,0,3,3,3,0.0000033330,0.16484566;0.07299167;0.00000000;0.01124984;0.17822457;0.00000000;0.39944013;0.17324813
audioseal,8,chinese:SSB0012,0,3,3,4,0.0000033328,0.18658127;0.06365967;0.00000000;0.00286360;0.16951799;0.00000000;0.41266486;0.16471261
audioseal,8,chinese:SSB0012,0,3,3,5,0.0000033326,0.10010073;0.04797610;0.00000000;0.01978946;0.26398626;0.00000000;0.39842347;0.16972398
audioseal,8,chinese:SSB0012,0,3,3,6,0.0000033321,0.19794831;0.05839288;0.00000000;0.00000000;0.15854804;0.00000000;0.41654391;0.16856685
audioseal,8,chinese:SSB0016,0,4,0,0,0.0000001648,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
audioseal,8,chinese:SSB0016,0,4,0,1,0.0000001729,0.21890980;0.00000000;0.00000004;0.32498118;0.03215071;0.07952603;0.01945045;0.32498179
audioseal,8,chinese:SSB0016,0,4,0,2,0.0000001656,0.22810733;0.00000002;0.09710520;0.00000014;0.00000000;0.22810712;0.10135099;0.34532920
audioseal,8,chinese:SSB0016,0,4,0,3,0.0000001643,0.09931323;0.09238044;0.17043792;0.00000016;0.00000000;0.17043813;0.15872852;0.30870160
audioseal,8,chinese:SSB0016,0,4,0,4,0.0000001740,0.16107115;0.10275822;0.09835336;0.17349214;0.00000000;0.11136251;0.05586234;0.29710027
audioseal,8,chinese:SSB0016,0,4,0,5,0.0000001649,0.08197795;0.10031999;0.19014537;0.14795847;0.10032018;0.00000002;0.24148045;0.13779757
audioseal,8,chinese:SSB0016,0,4,0,6,0.0000001704,0.11116472;0.00000000;0.18675843;0.18675900;0.14880365;0.00000001;0.10150547;0.26500873
audioseal,8,chinese:SSB0016,0,4,1,0,0.0000001648,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
audioseal,8,chinese:SSB0016,0,4,1,1,0.0000001729,0.21890980;0.00000000;0.00000004;0.32498118;0.03215071;0.07952603;0.01945045;0.32498179
audioseal,8,chinese:SSB0016,0,4,1,2,0.0000001668,0.16585778;0.04497550;0.00000008;0.18827778;0.00000000;0.28177592;0.03733590;0.28177705
audioseal,8,chinese:SSB0016,0,4,1,3,0.0000001680,0.07182688;0.00000002;0.09623080;0.15883455;0.09860568;0.09860573;0.23606717;0.23982918
audioseal,8,chinese:SSB0016,0,4,1,4,0.0000001643,0.09931323;0.09238044;0.17043792;0.00000016;0.00000000;0.17043813;0.15872852;0.30870160
audioseal,8,chinese:SSB0016,0,4,1,5,0.0000001636,0.21041704;0.21041666;0.17292288;0.00000011;0.00000000;0.00000003;0.11199835;0.29424493
audioseal,8,chinese:SSB0016,0,4,1,6,0.0000001654,0.14800339;0.22088190;0.08726783;0.14739985;0.00000000;0.13688269;0.03868127;0.22088308
audioseal,8,chinese:SSB0016,0,4,2,0,0.0000001648,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
audioseal,8,chinese:SSB0016,0,4,2,1,0.0000001729,0.21890980;0.00000000;0.00000004;0.32498118;0.03215071;0.07952603;0.01945045;0.32498179
audioseal,8,chinese:SSB0016,0,4,2,2,0.0000001756,0.24442163;0.00000000;0.04557220;0.24442174;0.10613912;0.00000000;0.05039722;0.30904808
audioseal,8,chinese:SSB0016,0,4,2,3,0.0000001609,0.17072652;0.14792532;0.18332242;0.07675442;0.13186609;0.04513098;0.18332244;0.06095180
audioseal,8,chinese:SSB0016,0,4,2,4,0.0000001630,0.05070574;0.14828548;0.24399294;0.05274324;0.02620123;0.09772136;0.14828547;0.23206455
audioseal,8,chinese:SSB0016,0,4,2,5,0.0000001756,0.20329713;0.04723958;0.08606690;0.18941932;0.05251303;0.04376463;0.10116451;0.27653490
audioseal,8,chinese:SSB0016,0,4,2,6,0.0000001752,0.19156965;0.03327668;0.10533280;0.16864258;0.01358207;0.08780434;0.12492321;0.27486867
audioseal,8,chinese:SSB0016,0,4,3,0,0.0000001648,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
audioseal,8,chinese:SSB0016,0,4,3,1,0.0000001729,0.21890980;0.00000000;0.00000004;0.32498118;0.03215071;0.07952603;0.01945045;0.32498179
audioseal,8,chinese:SSB0016,0,4,3,2,0.0000001630,0.05070574;0.14828548;0.24399294;0.05274324;0.02620123;0.09772136;0.14828547;0.23206455
audioseal,8,chinese:SSB0016,0,4,3,3,0.0000001668,0.16585778;0.04497550;0.00000008;0.18827778;0.00000000;0.28177592;0.03733590;0.28177705
audioseal,8,chinese:SSB0016,0,4,3,4,0.0000001729,0.21890980;0.00000000;0.00000004;0.32498118;0.03215071;0.07952603;0.01945045;0.32498179
audioseal,8,chinese:SSB0016,0,4,3,5,0.0000001688,0.14757375;0.06970923;0.01971976;0.18061889;0.00000002;0.13155985;0.22540888;0.22540962
audioseal,8,chinese:SSB0016,0,4,3,6,0.0000001711,0.18522569;0.00000000;0.03623427;0.26185139;0.20823204;0.04656064;0.05366327;0.20823269
audioseal,8,chinese:SSB0018,0,5,0,0,0.0000013719,0.15403200;0.00000000;0.00000000;0.22072410;0.00000000;0.00000000;0.24464734;0.38059656
audioseal,8,chinese:SSB0018,0,5,0,1,0.0000013715,0.15745167;0.00000000;0.00000000;0.22999057;0.00000000;0.00000000;0.23244120;0.38011656
audioseal,8,chinese:SSB0018,0,5,0,2,0.0000013711,0.14763541;0.00869894;0.00000000;0.20459956;0.00000000;0.00000000;0.25492757;0.38413851
audioseal,8,chinese:SSB0018,0,5,0,3,0.0000013718,0.14855564;0.00000000;0.00000000;0.22192787;0.00000000;0.00000000;0.24964022;0.37987627
audioseal,8,chinese:SSB0018,0,5,0,4,0.0000013719,0.15517046;0.00000000;0.00000000;0.22023489;0.00000000;0.00000000;0.24382506;0.38076959
audioseal,8,chinese:SSB0018,0,5,0,5,0.0000013710,0.16906468;0.00473270;0.00000000;0.19964327;0.00000000;0.00000000;0.23874477;0.38781458
audioseal,8,chinese:SSB0018,0,5,0,6,0.0000013716,0.16929856;0.00000000;0.00000000;0.21051877;0.00000000;0.00000000;0.23736260;0.38282007
audioseal,8,chinese:SSB0018,0,5,1,0,0.0000013719,0.15403200;0.00000000;0.00000000;0.22072410;0.00000000;0.00000000;0.24464734;0.38059656
audioseal,8,chinese:SSB0018,0,5,1,1,0.0000013715,0.15745167;0.00000000;0.00000000;0.22999057;0.00000000;0.00000000;0.23244120;0.38011656
audioseal,8,chinese:SSB0018,0,5,1,2,0.0000013711,0.14763541;0.00869894;0.00000000;0.20459956;0.00000000;0.00000000;0.25492757;0.38413851
audioseal,8,chinese:SSB0018,0,5,1,3,0.0000013705,0.16650781;0.01766471;0.00000000;0.21424748;0.00000000;0.00000000;0.23117950;0.37040050
audioseal,8,chinese:SSB0018,0,5,1,4,0.0000013718,0.15591423;0.00000000;0.00000000;0.21630389;0.00000000;0.00000000;0.24580367;0.38197821
audioseal,8,chinese:SSB0018,0,5,1,5,0.0000013718,0.16004462;0.00000000;0.00000000;0.21864399;0.00000000;0.00000000;0.24019838;0.38111301
audioseal,8,chinese:SSB0018,0,5,1,6,0.0000013709,0.16231626;0.01707511;0.00000000;0.20849157;0.00000000;0.00000000;0.23360778;0.37850928
audioseal,8,chinese:SSB0018,0,5,2,0,0.0000013719,0.15403200;0.00000000;0.00000000;0.22072410;0.00000000;0.00000000;0.24464734;0.38059656
audioseal,8,chinese:SSB0018,0,5,2,1,0.0000013715,0.15745167;0.00000000;0.00000000;0.22999057;0.00000000;0.00000000;0.23244120;0.38011656
audioseal,8,chinese:SSB0018,0,5,2,2,0.0000013710,0.14310622;0.01758132;0.00000000;0.21600770;0.00000000;0.00000000;0.25290126;0.37040350
audioseal,8,chinese:SSB0018,0,5,2,3,0.0000013715,0.15745167;0.00000000;0.00000000;0.22999057;0.00000000;0.00000000;0.23244120;0.38011656
audioseal,8,chinese:SSB0018,0,5,2,4,0.0000013718,0.14474673;0.00000000;0.00000000;0.22414399;0.00000000;0.00000000;0.25171368;0.37939560
audioseal,8,chinese:SSB0018,0,5,2,5,0.0000013709,0.16231626;0.01707511;0.00000000;0.20849157;0.00000000;0.00000000;0.23360778;0.37850928
audioseal,8,chinese:SSB0018,0,5,2,6,0.0000013718,0.14855564;0.00000000;0.00000000;0.22192787;0.00000000;0.00000000;0.24964022;0.37987627
audioseal,8,chinese:SSB0018,0,5,3,0,0.0000013719,0.15403200;0.00000000;0.00000000;0.22072410;0.00000000;0.00000000;0.24464734;0.38059656
audioseal,8,chinese:SSB0018,0,5,3,1,0.0000013715,0.15745167;0.00000000;0.00000000;0.22999057;0.00000000;0.00000000;0.23244120;0.38011656
audioseal,8,chinese:SSB0018,0,5,3,2,0.0000013715,0.14837335;0.00000000;0.00000000;0.23395756;0.00000000;0.00000000;0.24267259;0.37499650
audioseal,8,chinese:SSB0018,0,5,3,3,0.0000013718,0.16004462;0.00000000;0.00000000;0.21864399;0.00000000;0.00000000;0.24019838;0.38111301
audioseal,8,chinese:SSB0018,0,5,3,4,0.0000013716,0.16929856;0.00000000;0.00000000;0.21051877;0.00000000;0.00000000;0.23736260;0.38282007
audioseal,8,chinese:SSB0018,0,5,3,5,0.0000013717,0.14188687;0.00000000;0.00000000;0.22801882;0.00000000;0.00000000;0.25192557;0.37816875
audioseal,8,chinese:SSB0018,0,5,3,6,0.0000013719,0.15403298;0.00000000;0.00000000;0.22072284;0.00000000;0.00000000;0.24464824;0.38059594
audioseal,8,chinese:SSB0033,0,6,0,0,0.0000008089,0.28684825;0.00000000;0.15363111;0.14139221;0.00000000;0.00000000;0.23514608;0.18298235
audioseal,8,chinese:SSB0033,0,6,0,1,0.0000008085,0.32344523;0.00000000;0.14103736;0.11028104;0.00000000;0.00000000;0.24114827;0.18408810
audioseal,8,chinese:SSB0033,0,6,0,2,0.0000008077,0.27950698;0.00000000;0.10542359;0.16709734;0.00000000;0.00000000;0.24360735;0.20436474
audioseal,8,chinese:SSB0033,0,6,0,3,0.0000008077,0.27950698;0.00000000;0.10542359;0.16709734;0.00000000;0.00000000;0.24360735;0.20436474
audioseal,8,chinese:SSB0033,0,6,0,4,0.0000008081,0.26713012;0.00000000;0.14538577;0.16496554;0.00000000;0.00000000;0.24248132;0.18003725
audioseal,8,chinese:SSB0033,0,6,0,5,0.0000008091,0.29711515;0.00000000;0.14196519;0.13620554;0.00000000;0.00000000;0.24317085;0.18154328
