language,speaker_id,clip_index,path,sample_rate,duration_seconds,sources
english,125,1,english/125/english_125_01.wav,16000,10.0,LibriSpeech/train-clean-100/125/121124/125-121124-0000.flac
english,125,2,english/125/english_125_02.wav,16000,10.0,LibriSpeech/train-clean-100/125/121124/125-121124-0001.flac
english,125,3,english/125/english_125_03.wav,16000,10.0,LibriSpeech/train-clean-100/125/121124/125-121124-0002.flac | LibriSpeech/train-clean-100/125/121124/125-121124-0003.flac
english,1263,1,english/1263/english_1263_01.wav,16000,10.0,LibriSpeech/train-clean-100/1263/138246/1263-138246-0000.flac
english,1263,2,english/1263/english_1263_02.wav,16000,10.0,LibriSpeech/train-clean-100/1263/138246/1263-138246-0001.flac
english,1263,3,english/1263/english_1263_03.wav,16000,10.0,LibriSpeech/train-clean-100/1263/138246/1263-138246-0002.flac
english,1334,1,english/1334/english_1334_01.wav,16000,10.0,LibriSpeech/train-clean-100/1334/135589/1334-135589-0000.flac
english,1334,2,english/1334/english_1334_02.wav,16000,10.0,LibriSpeech/train-clean-100/1334/135589/1334-135589-0001.flac | LibriSpeech/train-clean-100/1334/135589/1334-135589-0002.flac
english,1334,3,english/1334/english_1334_03.wav,16000,10.0,LibriSpeech/train-clean-100/1334/135589/1334-135589-0003.flac
english,1355,1,english/1355/english_1355_01.wav,16000,10.0,LibriSpeech/train-clean-100/1355/39947/1355-39947-0000.flac
english,1355,2,english/1355/english_1355_02.wav,16000,10.0,LibriSpeech/train-clean-100/1355/39947/1355-39947-0001.flac
english,1355,3,english/1355/english_1355_03.wav,16000,10.0,LibriSpeech/train-clean-100/1355/39947/1355-39947-0002.flac
english,1363,1,english/1363/english_1363_01.wav,16000,10.0,LibriSpeech/train-clean-100/1363/135842/1363-135842-0000.flac | LibriSpeech/train-clean-100/1363/135842/1363-135842-0001.flac
english,1363,2,english/1363/english_1363_02.wav,16000,10.0,LibriSpeech/train-clean-100/1363/135842/1363-135842-0002.flac
english,1363,3,english/1363/english_1363_03.wav,16000,10.0,LibriSpeech/train-clean-100/1363/135842/1363-135842-0003.flac
english,1447,1,english/1447/english_1447_01.wav,16000,10.0,LibriSpeech/train-clean-100/1447/130550/1447-130550-0000.flac | LibriSpeech/train-clean-100/1447/130550/1447-130550-0001.flac
english,1447,2,english/1447/english_1447_02.wav,16000,10.0,LibriSpeech/train-clean-100/1447/130550/1447-130550-0002.flac | LibriSpeech/train-clean-100/1447/130550/1447-130550-0003.flac
english,1447,3,english/1447/english_1447_03.wav,16000,10.0,LibriSpeech/train-clean-100/1447/130550/1447-130550-0004.flac
english,1455,1,english/1455/english_1455_01.wav,16000,10.0,LibriSpeech/train-clean-100/1455/134435/1455-134435-0000.flac | LibriSpeech/train-clean-100/1455/134435/1455-134435-0001.flac
english,1455,2,english/1455/english_1455_02.wav,16000,10.0,LibriSpeech/train-clean-100/1455/134435/1455-134435-0002.flac
english,1455,3,english/1455/english_1455_03.wav,16000,10.0,LibriSpeech/train-clean-100/1455/134435/1455-134435-0003.flac
english,150,1,english/150/english_150_01.wav,16000,10.0,LibriSpeech/train-clean-100/150/126107/150-126107-0000.flac
english,150,2,english/150/english_150_02.wav,16000,10.0,LibriSpeech/train-clean-100/150/126107/150-126107-0001.flac
english,150,3,english/150/english_150_03.wav,16000,10.0,LibriSpeech/train-clean-100/150/126107/150-126107-0002.flac
english,1502,1,english/1502/english_1502_01.wav,16000,10.0,LibriSpeech/train-clean-100/1502/122615/1502-122615-0000.flac
english,1502,2,english/1502/english_1502_02.wav,16000,10.0,LibriSpeech/train-clean-100/1502/122615/1502-122615-0001.flac | LibriSpeech/train-clean-100/1502/122615/1502-122615-0002.flac
english,1502,3,english/1502/english_1502_03.wav,16000,10.0,LibriSpeech/train-clean-100/1502/122615/1502-122615-0003.flac
english,1553,1,english/1553/english_1553_01.wav,16000,10.0,LibriSpeech/train-clean-100/1553/140047/1553-140047-0000.flac
english,1553,2,english/1553/english_1553_02.wav,16000,10.0,LibriSpeech/train-clean-100/1553/140047/1553-140047-0001.flac
english,1553,3,english/1553/english_1553_03.wav,16000,10.0,LibriSpeech/train-clean-100/1553/140047/1553-140047-0002.flac
english,1578,1,english/1578/english_1578_01.wav,16000,10.0,LibriSpeech/train-clean-100/1578/140045/1578-140045-0000.flac
english,1578,2,english/1578/english_1578_02.wav,16000,10.0,LibriSpeech/train-clean-100/1578/140045/1578-140045-0001.flac
english,1578,3,english/1578/english_1578_03.wav,16000,10.0,LibriSpeech/train-clean-100/1578/140045/1578-140045-0002.flac
english,1594,1,english/1594/english_1594_01.wav,16000,10.0,LibriSpeech/train-clean-100/1594/135914/1594-135914-0000.flac
english,1594,2,english/1594/english_1594_02.wav,16000,10.0,LibriSpeech/train-clean-100/1594/135914/1594-135914-0001.flac
english,1594,3,english/1594/english_1594_03.wav,16000,10.0,LibriSpeech/train-clean-100/1594/135914/1594-135914-0002.flac
english,1624,1,english/1624/english_1624_01.wav,16000,10.0,LibriSpeech/train-clean-100/1624/142933/1624-142933-0000.flac | LibriSpeech/train-clean-100/1624/142933/1624-142933-0001.flac
english,1624,2,english/1624/english_1624_02.wav,16000,10.0,LibriSpeech/train-clean-100/1624/142933/1624-142933-0002.flac
english,1624,3,english/1624/english_1624_03.wav,16000,10.0,LibriSpeech/train-clean-100/1624/142933/1624-142933-0003.flac
english,163,1,english/163/english_163_01.wav,16000,10.0,LibriSpeech/train-clean-100/163/121908/163-121908-0000.flac
english,163,2,english/163/english_163_02.wav,16000,10.0,LibriSpeech/train-clean-100/163/121908/163-121908-0001.flac
english,163,3,english/163/english_163_03.wav,16000,10.0,LibriSpeech/train-clean-100/163/121908/163-121908-0002.flac
english,1723,1,english/1723/english_1723_01.wav,16000,10.0,LibriSpeech/train-clean-100/1723/141149/1723-141149-0000.flac
english,1723,2,english/1723/english_1723_02.wav,16000,10.0,LibriSpeech/train-clean-100/1723/141149/1723-141149-0001.flac
english,1723,3,english/1723/english_1723_03.wav,16000,10.0,LibriSpeech/train-clean-100/1723/141149/1723-141149-0002.flac
english,1737,1,english/1737/english_1737_01.wav,16000,10.0,LibriSpeech/train-clean-100/1737/142396/1737-142396-0000.flac
english,1737,2,english/1737/english_1737_02.wav,16000,10.0,LibriSpeech/train-clean-100/1737/142396/1737-142396-0001.flac
english,1737,3,english/1737/english_1737_03.wav,16000,10.0,LibriSpeech/train-clean-100/1737/142396/1737-142396-0002.flac
english,1743,1,english/1743/english_1743_01.wav,16000,10.0,LibriSpeech/train-clean-100/1743/142912/1743-142912-0000.flac
english,1743,2,english/1743/english_1743_02.wav,16000,10.0,LibriSpeech/train-clean-100/1743/142912/1743-142912-0001.flac
english,1743,3,english/1743/english_1743_03.wav,16000,10.0,LibriSpeech/train-clean-100/1743/142912/1743-142912-0002.flac | LibriSpeech/train-clean-100/1743/142912/1743-142912-0003.flac
english,1841,1,english/1841/english_1841_01.wav,16000,10.0,LibriSpeech/train-clean-100/1841/150351/1841-150351-0000.flac
english,1841,2,english/1841/english_1841_02.wav,16000,10.0,LibriSpeech/train-clean-100/1841/150351/1841-150351-0001.flac
english,1841,3,english/1841/english_1841_03.wav,16000,10.0,LibriSpeech/train-clean-100/1841/150351/1841-150351-0002.flac
english,1867,1,english/1867/english_1867_01.wav,16000,10.0,LibriSpeech/train-clean-100/1867/148436/1867-148436-0000.flac
english,1867,2,english/1867/english_1867_02.wav,16000,10.0,LibriSpeech/train-clean-100/1867/148436/1867-148436-0001.flac
english,1867,3,english/1867/english_1867_03.wav,16000,10.0,LibriSpeech/train-clean-100/1867/148436/1867-148436-0002.flac
english,1898,1,english/1898/english_1898_01.wav,16000,10.0,LibriSpeech/train-clean-100/1898/145702/1898-145702-0000.flac
english,1898,2,english/1898/english_1898_02.wav,16000,10.0,LibriSpeech/train-clean-100/1898/145702/1898-145702-0001.flac
english,1898,3,english/1898/english_1898_03.wav,16000,10.0,LibriSpeech/train-clean-100/1898/145702/1898-145702-0002.flac
english,19,1,english/19/english_19_01.wav,16000,10.0,LibriSpeech/train-clean-100/19/198/19-198-0000.flac | LibriSpeech/train-clean-100/19/198/19-198-0001.flac
english,19,2,english/19/english_19_02.wav,16000,10.0,LibriSpeech/train-clean-100/19/198/19-198-0002.flac
english,19,3,english/19/english_19_03.wav,16000,10.0,LibriSpeech/train-clean-100/19/198/19-198-0003.flac
english,1926,1,english/1926/english_1926_01.wav,16000,10.0,LibriSpeech/train-clean-100/1926/143879/1926-143879-0000.flac
english,1926,2,english/1926/english_1926_02.wav,16000,10.0,LibriSpeech/train-clean-100/1926/143879/1926-143879-0001.flac | LibriSpeech/train-clean-100/1926/143879/1926-143879-0002.flac
english,1926,3,english/1926/english_1926_03.wav,16000,10.0,LibriSpeech/train-clean-100/1926/143879/1926-143879-0003.flac | LibriSpeech/train-clean-100/1926/143879/1926-143879-0004.flac
english,196,1,english/196/english_196_01.wav,16000,10.0,LibriSpeech/train-clean-100/196/122150/196-122150-0000.flac
english,196,2,english/196/english_196_02.wav,16000,10.0,LibriSpeech/train-clean-100/196/122150/196-122150-0001.flac
english,196,3,english/196/english_196_03.wav,16000,10.0,LibriSpeech/train-clean-100/196/122150/196-122150-0002.flac
english,1963,1,english/1963/english_1963_01.wav,16000,10.0,LibriSpeech/train-clean-100/1963/142393/1963-142393-0000.flac | LibriSpeech/train-clean-100/1963/142393/1963-142393-0001.flac
english,1963,2,english/1963/english_1963_02.wav,16000,10.0,LibriSpeech/train-clean-100/1963/142393/1963-142393-0002.flac
english,1963,3,english/1963/english_1963_03.wav,16000,10.0,LibriSpeech/train-clean-100/1963/142393/1963-142393-0003.flac
english,1970,1,english/1970/english_1970_01.wav,16000,10.0,LibriSpeech/train-clean-100/1970/10594/1970-10594-0000.flac
english,1970,2,english/1970/english_1970_02.wav,16000,10.0,LibriSpeech/train-clean-100/1970/10594/1970-10594-0001.flac
english,1970,3,english/1970/english_1970_03.wav,16000,10.0,LibriSpeech/train-clean-100/1970/10594/1970-10594-0002.flac
english,198,1,english/198/english_198_01.wav,16000,10.0,LibriSpeech/train-clean-100/198/126831/198-126831-0000.flac
english,198,2,english/198/english_198_02.wav,16000,10.0,LibriSpeech/train-clean-100/198/126831/198-126831-0001.flac
english,198,3,english/198/english_198_03.wav,16000,10.0,LibriSpeech/train-clean-100/198/126831/198-126831-0002.flac
english,1992,1,english/1992/english_1992_01.wav,16000,10.0,LibriSpeech/train-clean-100/1992/141719/1992-141719-0000.flac
english,1992,2,english/1992/english_1992_02.wav,16000,10.0,LibriSpeech/train-clean-100/1992/141719/1992-141719-0001.flac
english,1992,3,english/1992/english_1992_03.wav,16000,10.0,LibriSpeech/train-clean-100/1992/141719/1992-141719-0002.flac | LibriSpeech/train-clean-100/1992/141719/1992-141719-0003.flac
english,200,1,english/200/english_200_01.wav,16000,10.0,LibriSpeech/train-clean-100/200/124139/200-124139-0000.flac
english,200,2,english/200/english_200_02.wav,16000,10.0,LibriSpeech/train-clean-100/200/124139/200-124139-0001.flac
english,200,3,english/200/english_200_03.wav,16000,10.0,LibriSpeech/train-clean-100/200/124139/200-124139-0002.flac
english,2002,1,english/2002/english_2002_01.wav,16000,10.0,LibriSpeech/train-clean-100/2002/139469/2002-139469-0000.flac
english,2002,2,english/2002/english_2002_02.wav,16000,10.0,LibriSpeech/train-clean-100/2002/139469/2002-139469-0001.flac
english,2002,3,english/2002/english_2002_03.wav,16000,10.0,LibriSpeech/train-clean-100/2002/139469/2002-139469-0002.flac
english,2007,1,english/2007/english_2007_01.wav,16000,10.0,LibriSpeech/train-clean-100/2007/132570/2007-132570-0000.flac
english,2007,2,english/2007/english_2007_02.wav,16000,10.0,LibriSpeech/train-clean-100/2007/132570/2007-132570-0001.flac
english,2007,3,english/2007/english_2007_03.wav,16000,10.0,LibriSpeech/train-clean-100/2007/132570/2007-132570-0002.flac
english,201,1,english/201/english_201_01.wav,16000,10.0,LibriSpeech/train-clean-100/201/122255/201-122255-0000.flac | LibriSpeech/train-clean-100/201/122255/201-122255-0001.flac
english,201,2,english/201/english_201_02.wav,16000,10.0,LibriSpeech/train-clean-100/201/122255/201-122255-0002.flac
english,201,3,english/201/english_201_03.wav,16000,10.0,LibriSpeech/train-clean-100/201/122255/201-122255-0003.flac | LibriSpeech/train-clean-100/201/122255/201-122255-0004.flac
english,2092,1,english/2092/english_2092_01.wav,16000,10.0,LibriSpeech/train-clean-100/2092/145706/2092-145706-0000.flac
english,2092,2,english/2092/english_2092_02.wav,16000,10.0,LibriSpeech/train-clean-100/2092/145706/2092-145706-0001.flac
english,2092,3,english/2092/english_2092_03.wav,16000,10.0,LibriSpeech/train-clean-100/2092/145706/2092-145706-0002.flac
english,211,1,english/211/english_211_01.wav,16000,10.0,LibriSpeech/train-clean-100/211/122425/211-122425-0000.flac | LibriSpeech/train-clean-100/211/122425/211-122425-0001.flac
english,211,2,english/211/english_211_02.wav,16000,10.0,LibriSpeech/train-clean-100/211/122425/211-122425-0002.flac | LibriSpeech/train-clean-100/211/122425/211-122425-0003.flac
english,211,3,english/211/english_211_03.wav,16000,10.0,LibriSpeech/train-clean-100/211/122425/211-122425-0004.flac
english,2136,1,english/2136/english_2136_01.wav,16000,10.0,LibriSpeech/train-clean-100/2136/5140/2136-5140-0000.flac
english,2136,2,english/2136/english_2136_02.wav,16000,10.0,LibriSpeech/train-clean-100/2136/5140/2136-5140-0001.flac
english,2136,3,english/2136/english_2136_03.wav,16000,10.0,LibriSpeech/train-clean-100/2136/5140/2136-5140-0002.flac
english,2159,1,english/2159/english_2159_01.wav,16000,10.0,LibriSpeech/train-clean-100/2159/179154/2159-179154-0000.flac
english,2159,2,english/2159/english_2159_02.wav,16000,10.0,LibriSpeech/train-clean-100/2159/179154/2159-179154-0001.flac
english,2159,3,english/2159/english_2159_03.wav,16000,10.0,LibriSpeech/train-clean-100/2159/179154/2159-179154-0002.flac
english,2182,1,english/2182/english_2182_01.wav,16000,10.0,LibriSpeech/train-clean-100/2182/150130/2182-150130-0000.flac
english,2182,2,english/2182/english_2182_02.wav,16000,10.0,LibriSpeech/train-clean-100/2182/150130/2182-150130-0001.flac
english,2182,3,english/2182/english_2182_03.wav,16000,10.0,LibriSpeech/train-clean-100/2182/150130/2182-150130-0002.flac
english,2196,1,english/2196/english_2196_01.wav,16000,10.0,LibriSpeech/train-clean-100/2196/170151/2196-170151-0000.flac
english,2196,2,english/2196/english_2196_02.wav,16000,10.0,LibriSpeech/train-clean-100/2196/170151/2196-170151-0001.flac
english,2196,3,english/2196/english_2196_03.wav,16000,10.0,LibriSpeech/train-clean-100/2196/170151/2196-170151-0002.flac
english,226,1,english/226/english_226_01.wav,16000,10.0,LibriSpeech/train-clean-100/226/122538/226-122538-0000.flac
english,226,2,english/226/english_226_02.wav,16000,10.0,LibriSpeech/train-clean-100/226/122538/226-122538-0001.flac
english,226,3,english/226/english_226_03.wav,16000,10.0,LibriSpeech/train-clean-100/226/122538/226-122538-0002.flac
chinese,SSB0005,1,chinese/SSB0005/chinese_SSB0005_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0005/SSB00050001.wav | AISHELL-3/train/wav/SSB0005/SSB00050002.wav
chinese,SSB0005,2,chinese/SSB0005/chinese_SSB0005_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0005/SSB00050003.wav | AISHELL-3/train/wav/SSB0005/SSB00050004.wav | AISHELL-3/train/wav/SSB0005/SSB00050005.wav
chinese,SSB0005,3,chinese/SSB0005/chinese_SSB0005_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0005/SSB00050006.wav | AISHELL-3/train/wav/SSB0005/SSB00050007.wav
chinese,SSB0009,1,chinese/SSB0009/chinese_SSB0009_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0009/SSB00090001.wav | AISHELL-3/train/wav/SSB0009/SSB00090002.wav | AISHELL-3/train/wav/SSB0009/SSB00090003.wav | AISHELL-3/train/wav/SSB0009/SSB00090005.wav | AISHELL-3/train/wav/SSB0009/SSB00090006.wav
chinese,SSB0009,2,chinese/SSB0009/chinese_SSB0009_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0009/SSB00090007.wav | AISHELL-3/train/wav/SSB0009/SSB00090009.wav | AISHELL-3/train/wav/SSB0009/SSB00090011.wav | AISHELL-3/train/wav/SSB0009/SSB00090012.wav | AISHELL-3/train/wav/SSB0009/SSB00090013.wav
chinese,SSB0009,3,chinese/SSB0009/chinese_SSB0009_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0009/SSB00090014.wav | AISHELL-3/train/wav/SSB0009/SSB00090015.wav | AISHELL-3/train/wav/SSB0009/SSB00090016.wav
chinese,SSB0011,1,chinese/SSB0011/chinese_SSB0011_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0011/SSB00110001.wav | AISHELL-3/train/wav/SSB0011/SSB00110002.wav | AISHELL-3/train/wav/SSB0011/SSB00110003.wav
chinese,SSB0011,2,chinese/SSB0011/chinese_SSB0011_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0011/SSB00110004.wav | AISHELL-3/train/wav/SSB0011/SSB00110005.wav | AISHELL-3/train/wav/SSB0011/SSB00110007.wav
chinese,SSB0011,3,chinese/SSB0011/chinese_SSB0011_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0011/SSB00110008.wav | AISHELL-3/train/wav/SSB0011/SSB00110009.wav | AISHELL-3/train/wav/SSB0011/SSB00110010.wav
chinese,SSB0012,1,chinese/SSB0012/chinese_SSB0012_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0012/SSB00120001.wav | AISHELL-3/train/wav/SSB0012/SSB00120002.wav | AISHELL-3/train/wav/SSB0012/SSB00120003.wav
chinese,SSB0012,2,chinese/SSB0012/chinese_SSB0012_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0012/SSB00120004.wav | AISHELL-3/train/wav/SSB0012/SSB00120005.wav | AISHELL-3/train/wav/SSB0012/SSB00120006.wav
chinese,SSB0012,3,chinese/SSB0012/chinese_SSB0012_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0012/SSB00120007.wav | AISHELL-3/train/wav/SSB0012/SSB00120008.wav | AISHELL-3/train/wav/SSB0012/SSB00120009.wav
chinese,SSB0016,1,chinese/SSB0016/chinese_SSB0016_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0016/SSB00160001.wav | AISHELL-3/train/wav/SSB0016/SSB00160002.wav | AISHELL-3/train/wav/SSB0016/SSB00160003.wav | AISHELL-3/train/wav/SSB0016/SSB00160004.wav | AISHELL-3/train/wav/SSB0016/SSB00160005.wav
chinese,SSB0016,2,chinese/SSB0016/chinese_SSB0016_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0016/SSB00160006.wav | AISHELL-3/train/wav/SSB0016/SSB00160007.wav | AISHELL-3/train/wav/SSB0016/SSB00160008.wav | AISHELL-3/train/wav/SSB0016/SSB00160009.wav
chinese,SSB0016,3,chinese/SSB0016/chinese_SSB0016_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0016/SSB00160010.wav | AISHELL-3/train/wav/SSB0016/SSB00160011.wav | AISHELL-3/train/wav/SSB0016/SSB00160012.wav | AISHELL-3/train/wav/SSB0016/SSB00160014.wav
chinese,SSB0018,1,chinese/SSB0018/chinese_SSB0018_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0018/SSB00180001.wav | AISHELL-3/train/wav/SSB0018/SSB00180002.wav | AISHELL-3/train/wav/SSB0018/SSB00180004.wav | AISHELL-3/train/wav/SSB0018/SSB00180005.wav
chinese,SSB0018,2,chinese/SSB0018/chinese_SSB0018_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0018/SSB00180006.wav | AISHELL-3/train/wav/SSB0018/SSB00180007.wav | AISHELL-3/train/wav/SSB0018/SSB00180008.wav | AISHELL-3/train/wav/SSB0018/SSB00180009.wav | AISHELL-3/train/wav/SSB0018/SSB00180010.wav
chinese,SSB0018,3,chinese/SSB0018/chinese_SSB0018_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0018/SSB00180011.wav | AISHELL-3/train/wav/SSB0018/SSB00180012.wav | AISHELL-3/train/wav/SSB0018/SSB00180013.wav | AISHELL-3/train/wav/SSB0018/SSB00180014.wav | AISHELL-3/train/wav/SSB0018/SSB00180015.wav
chinese,SSB0033,1,chinese/SSB0033/chinese_SSB0033_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0033/SSB00330001.wav | AISHELL-3/train/wav/SSB0033/SSB00330002.wav | AISHELL-3/train/wav/SSB0033/SSB00330003.wav | AISHELL-3/train/wav/SSB0033/SSB00330004.wav
chinese,SSB0033,2,chinese/SSB0033/chinese_SSB0033_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0033/SSB00330005.wav | AISHELL-3/train/wav/SSB0033/SSB00330006.wav | AISHELL-3/train/wav/SSB0033/SSB00330007.wav | AISHELL-3/train/wav/SSB0033/SSB00330008.wav
chinese,SSB0033,3,chinese/SSB0033/chinese_SSB0033_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0033/SSB00330009.wav | AISHELL-3/train/wav/SSB0033/SSB00330010.wav | AISHELL-3/train/wav/SSB0033/SSB00330011.wav
chinese,SSB0038,1,chinese/SSB0038/chinese_SSB0038_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0038/SSB00380001.wav | AISHELL-3/train/wav/SSB0038/SSB00380002.wav | AISHELL-3/train/wav/SSB0038/SSB00380003.wav
chinese,SSB0038,2,chinese/SSB0038/chinese_SSB0038_02.wav,16000,10.0,AISHELL-3/train/wav/SSB0038/SSB00380004.wav | AISHELL-3/train/wav/SSB0038/SSB00380005.wav | AISHELL-3/train/wav/SSB0038/SSB00380006.wav
chinese,SSB0038,3,chinese/SSB0038/chinese_SSB0038_03.wav,16000,10.0,AISHELL-3/train/wav/SSB0038/SSB00380007.wav | AISHELL-3/train/wav/SSB0038/SSB00380008.wav | AISHELL-3/train/wav/SSB0038/SSB00380009.wav
chinese,SSB0043,1,chinese/SSB0043/chinese_SSB0043_01.wav,16000,10.0,AISHELL-3/train/wav/SSB0043/SSB00430001.wav | AISHELL-3/train/wav/SSB0043/SSB00430002.wav | AISHELL-3/train/wav/SSB0043/SSB00430003.wav | AISHELL-3/train/wav/SSB0043/SSB00430004.wav | AISHELL-3/train/wav/SSB0043/SSB00430005.wav
